"cleanliness_diff","social_diff","sleep_diff","guestPolicy_diff","noise_diff","cooking_diff","workSchedule_diff","petFriendly_diff","score"
"1","0","2","2","0","1","2","0","78"
"2","0","1","3","1","4","4","0","64"
"3","2","0","2","0","1","3","3","63"
"1","0","0","3","1","3","1","0","81"
"2","1","1","3","1","2","3","1","65"
"1","4","2","4","0","4","1","1","61"
"4","1","1","1","1","3","1","4","60"
"2","3","4","2","3","4","3","0","50"
"2","1","0","1","2","4","2","0","77"
"4","0","3","3","3","3","0","1","51"
"2","2","3","2","4","0","3","3","47"
"2","1","1","1","3","1","0","1","72"
"3","1","4","0","0","2","0","2","70"
"2","1","4","3","0","2","2","3","57"
"3","2","1","0","1","3","0","0","76"
"3","2","0","4","2","2","3","2","57"
"4","2","0","3","0","4","1","4","55"
"0","0","3","3","2","1","1","0","72"
"1","3","0","2","3","1","1","4","64"
"3","2","1","2","0","1","1","1","69"
"1","0","0","0","3","0","3","1","87"
"0","0","1","2","4","0","1","0","83"
"0","1","1","0","0","2","3","0","86"
"2","3","2","0","0","2","2","1","72"
"1","2","2","3","3","0","2","3","60"
"0","3","0","0","2","4","2","4","63"
"1","1","0","0","1","4","0","0","82"
"0","4","3","4","3","1","0","2","50"
"4","3","1","0","4","3","3","4","41"
"1","2","4","4","3","4","4","4","41"
"0","4","0","0","3","3","4","3","65"
"4","1","1","0","1","4","2","4","68"
"3","0","1","2","0","1","1","0","81"
"0","0","0","2","4","0","4","2","72"
"4","4","1","0","1","4","0","1","60"
"1","1","1","2","0","1","0","1","83"
"2","2","0","0","1","0","2","2","76"
"4","4","2","0","0","0","1","2","61"
"4","2","1","3","0","1","1","4","52"
"3","1","1","2","1","0","0","3","68"
"1","3","3","3","4","0","0","1","57"
"3","3","3","3","1","2","1","3","48"
"0","1","1","2","3","3","2","2","63"
"2","1","3","4","0","1","1","4","56"
"3","0","0","1","4","4","4","4","53"
"0","1","1","4","2","1","4","2","66"
"2","0","4","2","1","2","2","3","62"
"2","0","1","1","2","3","3","3","69"
"0","1","1","2","1","2","0","4","73"
"4","1","1","4","4","1","0","4","44"
"0","3","2","4","2","1","1","4","57"
"4","0","0","3","1","1","3","1","68"
"1","1","2","3","1","3","2","2","66"
"0","1","4","4","2","0","3","2","60"
"1","3","3","0","1","2","1","1","71"
"1","0","0","3","1","4","1","4","66"
"3","0","3","0","3","1","3","1","62"
"0","0","3","2","0","4","0","4","67"
"2","0","3","3","2","2","0","2","60"
"1","4","0","4","0","0","4","2","64"
"2","1","1","4","4","1","0","1","59"
"4","1","2","3","2","2","3","0","57"
"4","2","3","1","2","4","3","4","43"
"2","0","4","0","0","1","4","3","61"
"2","3","0","0","0","2","4","2","71"
"1","4","4","1","1","3","4","3","49"
"2","1","2","2","1","1","2","4","66"
"0","4","0","2","4","4","0","4","56"
"0","0","1","1","0","2","3","0","86"
"1","0","3","2","4","0","2","1","68"
"0","4","4","0","0","3","0","0","77"
"4","1","2","0","0","1","4","1","67"
"0","3","3","4","2","0","3","4","48"
"2","0","3","1","2","2","2","3","67"
"1","0","3","4","4","0","0","2","60"
"2","4","4","2","0","1","0","2","60"
"2","1","3","2","4","1","1","1","61"
"1","1","4","2","3","2","1","0","63"
"2","3","3","2","1","0","0","0","69"
"4","1","3","3","4","4","2","1","45"
"0","2","1","3","4","1","1","0","73"
"0","1","1","0","1","2","4","1","77"
"0","3","0","3","0","1","0","4","77"
"4","2","1","1","0","4","2","4","56"
"4","1","0","1","1","0","1","0","74"
"0","0","1","0","3","1","0","4","77"
"2","0","0","2","4","0","1","3","73"
"1","3","2","4","4","0","2","0","57"
"2","0","1","3","3","1","0","3","66"
"4","0","0","2","3","3","0","0","65"
"2","1","4","0","3","0","1","0","66"
"4","2","3","2","0","3","3","2","52"
"1","0","4","1","3","4","2","4","49"
"1","2","4","4","3","1","2","1","57"
"1","2","1","3","2","1","1","2","73"
"2","3","0","1","4","2","1","4","58"
"1","1","0","3","2","3","3","1","69"
"0","3","1","3","0","2","1","0","73"
"1","2","2","1","3","1","2","3","65"
"1","0","4","4","0","0","2","4","62"
"4","4","1","1","4","3","0","0","51"
"2","3","0","0","3","3","4","0","68"
"0","2","4","4","0","2","1","3","64"
"2","1","2","1","1","4","4","0","69"
"3","3","0","3","1","4","2","0","66"
"0","4","2","0","0","4","3","1","66"
"3","3","0","2","3","2","2","4","56"
"1","3","2","0","4","2","3","1","58"
"2","4","4","0","2","4","0","1","53"
"3","3","2","4","2","1","1","0","59"
"1","3","2","1","2","3","0","3","65"
"4","4","0","2","0","2","0","0","63"
"4","2","2","4","3","0","4","2","47"
"4","0","2","2","2","2","3","2","54"
"3","1","4","4","2","0","4","0","50"
"3","2","0","4","0","0","1","1","74"
"1","1","4","2","3","2","1","0","62"
"2","0","0","3","0","2","3","1","72"
"2","3","2","1","0","1","0","2","68"
"3","1","4","0","1","0","1","2","68"
"4","3","4","4","1","0","3","2","46"
"2","4","0","0","2","0","1","0","79"
"3","3","1","2","4","0","0","0","69"
"2","1","4","3","4","2","0","0","52"
"1","3","3","2","0","3","0","3","61"
"0","0","0","0","0","1","0","1","95"
"1","1","2","2","0","3","3","3","64"
"4","0","0","2","3","1","2","0","72"
"1","3","1","3","3","4","1","1","53"
"1","0","0","3","1","1","0","4","70"
"4","3","2","3","3","1","0","0","58"
"4","2","2","1","2","3","0","1","60"
"0","2","1","1","0","1","4","1","81"
"0","4","3","1","0","2","1","4","65"
"3","4","3","4","2","4","3","3","32"
"1","1","2","0","3","2","1","4","64"
"2","2","0","1","4","0","3","4","62"
"1","4","1","1","1","3","3","2","67"
"4","0","4","4","3","0","4","0","48"
"1","2","3","2","1","4","0","3","60"
"0","1","2","4","4","1","4","4","55"
"1","4","3","4","1","0","3","0","60"
"4","3","2","1","2","1","3","2","56"
"4","0","1","2","1","3","4","0","66"
"3","4","2","2","2","1","1","4","47"
"3","2","3","2","2","1","3","4","43"
"0","0","3","4","1","3","2","1","67"
"0","1","4","2","4","2","2","2","62"
"2","3","0","0","1","0","1","0","81"
"0","0","1","3","1","1","4","2","75"
"0","2","0","1","0","2","1","0","87"
"1","1","2","3","1","3","2","4","65"
"4","1","3","1","0","0","1","3","65"
"1","0","0","2","0","3","3","2","81"
"3","3","0","1","4","3","3","0","63"
"2","3","0","0","2","4","1","4","62"
"1","2","2","4","3","4","0","4","50"
"4","2","0","2","1","1","3","0","65"
"0","3","3","0","4","2","2","3","57"
"1","4","4","0","3","3","2","3","54"
"4","0","1","0","1","2","1","4","67"
"0","1","0","0","0","0","2","4","86"
"0","3","4","1","1","2","0","0","65"
"1","4","1","0","3","3","0","1","71"
"4","3","1","3","3","0","2","1","56"
"1","1","2","4","2","3","4","1","55"
"2","0","3","2","3","4","3","3","50"
"0","2","3","4","3","3","0","0","57"
"3","1","0","4","1","4","3","2","54"
"0","1","1","1","2","1","3","0","79"
"3","1","2","4","4","4","0","2","49"
"1","1","2","4","1","1","2","1","67"
"3","2","0","3","3","0","2","0","64"
"1","4","1","1","2","1","0","4","63"
"4","2","2","4","2","0","0","3","55"
"0","1","4","0","2","0","0","4","69"
"1","1","0","3","3","1","4","4","60"
"0","1","0","4","4","2","3","3","65"
"3","0","0","1","1","1","1","4","71"
"4","2","2","3","0","2","2","0","58"
"3","3","3","0","3","0","3","0","59"
"1","4","3","0","2","2","4","3","57"
"1","2","4","0","1","0","0","0","76"
"1","4","1","0","0","4","0","1","74"
"3","1","2","1","2","2","1","3","64"
"4","2","0","0","0","1","0","1","74"
"2","4","2","1","0","1","0","0","75"
"1","4","2","3","1","4","4","0","46"
"0","2","0","1","4","0","0","1","75"
"0","2","3","1","1","4","2","4","62"
"2","2","1","4","2","1","2","1","64"
"4","4","2","0","2","1","3","0","54"
"1","1","1","3","0","3","1","2","72"
"3","2","4","2","3","2","2","1","52"
"1","0","4","1","1","4","0","4","57"
"0","4","0","2","2","2","4","1","59"
"1","0","0","4","4","0","2","4","59"
"4","3","0","2","0","4","1","3","60"
"1","4","0","1","1","4","1","0","74"
"1","4","4","2","2","4","2","4","43"
"4","1","3","1","1","4","3","4","46"
"1","3","1","2","3","4","0","4","58"
"1","3","1","1","2","3","0","0","72"
"0","2","2","2","0","0","2","1","78"
"3","1","2","4","0","1","3","1","59"
"1","1","2","4","3","1","3","0","58"
"0","2","3","4","3","0","1","0","68"
"1","0","4","3","4","2","1","2","55"
"2","0","4","2","3","1","0","2","63"
"1","3","4","2","3","1","3","4","42"
"2","4","1","2","1","4","2","3","55"
"0","1","2","1","1","0","1","1","82"
"0","2","4","0","0","4","2","1","70"
"0","1","0","2","1","2","1","1","80"
"4","4","2","0","0","1","4","0","64"
"1","4","4","1","3","2","2","1","50"
"2","4","2","1","1","3","4","3","46"
"0","0","3","0","0","2","0","2","81"
"1","3","0","0","1","0","0","4","76"
"1","4","4","3","3","0","3","2","55"
"1","1","3","0","0","4","1","1","70"
"0","4","3","1","1","4","0","3","56"
"0","0","4","2","1","2","2","3","71"
"1","0","1","2","1","0","4","2","71"
"2","1","1","3","0","2","0","4","66"
"3","1","1","2","4","3","1","1","59"
"0","0","1","0","3","2","3","0","80"
"0","2","1","4","1","1","1","1","74"
"4","4","0","4","3","0","0","2","47"
"4","2","3","3","1","3","0","3","51"
"4","4","1","4","0","1","4","3","41"
"3","3","3","0","1","1","3","1","60"
"2","4","2","1","4","3","4","2","48"
"0","2","0","4","4","1","1","4","63"
"0","4","0","0","1","2","0","3","74"
"0","4","0","0","1","1","0","0","82"
"2","4","1","1","0","3","0","0","74"
"1","3","3","0","3","0","4","0","71"
"2","0","1","2","1","4","2","1","68"
"1","3","2","0","2","2","3","0","74"
"0","2","1","4","2","4","0","3","58"
"4","1","1","0","2","4","4","0","66"
"1","4","2","0","4","0","1","0","69"
"3","0","3","2","1","1","4","4","58"
"0","0","2","1","0","2","0","0","87"
"4","0","4","0","3","4","1","4","55"
"2","0","4","2","1","3","2","1","66"
"3","1","2","0","2","0","3","3","66"
"4","0","4","3","0","0","3","0","57"
"2","4","0","0","4","1","1","2","66"
"0","1","0","0","4","1","1","1","86"
"3","1","1","4","4","2","0","1","54"
"4","0","0","3","1","1","4","4","58"
"2","0","0","0","2","4","0","3","74"
"3","3","3","0","3","1","4","1","52"
"2","1","1","2","3","3","3","3","54"
"1","1","1","1","3","1","0","0","72"
"3","0","4","0","3","4","0","1","61"
"1","1","0","2","1","0","4","2","74"
"4","1","3","2","4","0","0","3","51"
"1","1","1","4","2","1","4","1","62"
"3","3","2","2","0","1","2","2","64"
"2","0","4","2","0","4","2","2","58"
"0","4","4","1","0","0","2","3","66"
"2","4","2","0","1","3","4","1","60"
"3","3","3","3","2","2","4","2","43"
"0","0","0","0","3","0","0","4","79"
"4","4","0","0","1","1","1","1","63"
"2","2","2","3","0","3","1","4","56"
"2","0","0","2","4","1","3","4","54"
"1","2","2","1","4","1","2","2","63"
"0","3","2","3","0","3","3","3","62"
"0","3","4","2","0","1","4","2","60"
"0","3","4","1","0","2","1","2","68"
"1","4","2","3","0","0","0","1","72"
"2","0","2","1","1","4","1","3","63"
"4","1","1","2","1","0","0","0","77"
"2","1","1","0","1","0","0","1","84"
"1","4","1","4","3","1","0","3","53"
"1","3","0","2","0","4","0","0","79"
"4","0","2","1","1","4","1","2","62"
"1","3","0","2","0","3","4","0","77"
"1","2","0","1","0","2","0","1","82"
"4","0","1","2","3","0","2","1","68"
"3","4","2","2","4","3","2","4","46"
"1","4","0","3","3","2","4","3","61"
"4","3","3","4","0","2","4","1","49"
"1","0","0","3","4","3","4","3","60"
"2","4","0","4","4","3","0","1","55"
"0","1","4","2","4","0","4","2","61"
"3","0","0","2","3","1","0","1","72"
"4","1","2","2","3","2","4","4","49"
"4","3","4","3","2","1","0","1","51"
"4","0","4","3","1","4","0","2","55"
"3","1","1","4","3","4","4","1","50"
"3","2","2","3","4","2","1","0","52"
"2","4","0","0","2","3","2","3","60"
"4","4","0","0","3","2","1","1","60"
"1","0","1","0","3","0","1","0","79"
"3","0","1","0","1","1","3","4","67"
"3","0","1","1","2","4","1","1","69"
"4","4","0","4","1","4","4","0","52"
"3","2","3","2","0","4","0","1","64"
"3","1","2","2","1","1","2","0","74"
"3","3","0","1","4","1","0","2","64"
"2","2","0","1","1","0","2","0","81"
"0","4","0","3","1","3","0","1","69"
"1","3","2","1","2","2","3","3","60"
"2","0","1","2","1","3","0","4","69"
"3","4","1","2","3","2","0","2","60"
"2","0","4","0","0","4","2","4","59"
"4","0","1","4","2","0","3","3","53"
"3","0","0","3","3","3","0","2","64"
"4","3","4","2","3","1","4","3","42"
"2","0","0","2","4","2","0","3","69"
"4","1","1","4","4","3","2","0","48"
"0","0","4","4","4","3","1","2","53"
"4","0","4","4","1","4","0","4","43"
"3","0","3","2","1","3","0","3","57"
"3","1","2","2","3","4","2","0","58"
"2","1","2","1","1","3","2","2","65"
"1","0","3","0","1","0","0","3","80"
"0","1","4","1","2","1","1","4","65"
"1","2","1","2","3","4","4","2","55"
"1","2","1","3","1","2","3","4","61"
"3","1","2","2","0","2","4","0","71"
"3","1","1","3","3","2","2","0","60"
"2","2","2","4","1","4","0","4","54"
"2","3","3","0","3","3","0","4","53"
"4","1","2","2","0","1","3","0","64"
"1","2","2","3","3","3","3","0","58"
"4","0","0","3","0","2","2","4","64"
"1","3","2","0","1","0","1","4","68"
"1","1","0","1","0","0","0","2","85"
"1","1","2","0","4","0","2","2","67"
"0","2","2","4","1","0","3","0","67"
"4","0","2","2","2","2","4","4","50"
"1","2","1","0","0","3","3","3","72"
"1","2","0","0","0","0","3","2","87"
"2","2","3","4","2","0","0","3","57"
"4","0","3","3","3","2","1","0","58"
"0","4","4","0","0","0","2","3","71"
"1","2","0","3","3","0","4","0","69"
"3","1","2","0","1","2","3","1","66"
"0","4","2","1","2","2","3","3","64"
"0","4","2","1","0","4","1","1","69"
"0","0","4","0","0","4","4","4","67"
"0","0","2","3","1","1","2","2","74"
"2","3","0","0","0","2","3","2","68"
"3","4","4","1","3","0","3","4","38"
"1","4","3","1","4","4","3","0","51"
"3","4","2","3","4","1","4","2","40"
"0","2","2","4","2","3","2","0","58"
"3","3","3","0","2","1","0","3","56"
"0","1","4","1","0","3","1","4","57"
"0","3","1","0","1","1","1","4","72"
"0","1","0","0","1","3","2","3","77"
"2","3","2","2","3","4","0","0","59"
"3","2","1","3","3","4","0","3","52"
"0","3","1","3","1","1","4","2","62"
"2","1","0","3","2","4","1","0","69"
"3","2","3","1","1","2","1","2","61"
"3","2","3","1","1","3","2","4","57"
"0","2","1","0","0","2","2","0","83"
"1","4","1","3","2","0","2","1","67"
"1","4","1","1","4","4","3","1","56"
"4","0","0","1","0","0","1","3","77"
"2","2","3","1","3","2","4","3","52"
"4","3","2","1","1","1","2","0","66"
"1","0","0","1","2","0","0","2","85"
"1","0","3","4","2","4","2","0","62"
"0","4","4","1","0","0","1","1","70"
"2","0","2","3","0","2","0","0","69"
"3","0","0","3","1","1","0","1","76"
"2","4","2","0","0","0","3","0","73"
"1","3","3","1","3","2","1","2","65"
"2","2","0","1","1","1","4","0","74"
"2","2","3","1","3","0","0","2","63"
"4","2","4","2","0","2","3","3","55"
"4","4","3","3","3","2","1","3","38"
"0","3","0","3","4","1","2","0","72"
"1","4","0","3","2","4","2","0","62"
"0","3","2","0","0","1","2","0","82"
"4","0","2","4","1","1","0","0","67"
"1","2","2","3","1","4","0","0","67"
"1","4","3","3","0","1","0","2","62"
"4","4","0","4","4","3","0","2","44"
"2","3","4","4","2","2","2","2","50"
"4","0","1","0","2","0","3","1","70"
"0","1","3","0","2","3","1","2","69"
"1","1","1","1","1","4","0","0","83"
